TIMESTAMP,CW_MIN,CW_MAX,N_OF_STATIONS,SEED,P_COLL,THR,FAILED_TRANSMISSIONS,SUCCEEDED_TRANSMISSIONS
1598885046.3226979,255,1023,50,66,0.2436,28.55950848,78105,242523
1598885328.532878,255,1023,5,99,0.0297,20.33409024,5290,172674
1598885505.0788374,255,1023,10,99,0.0642,25.01069312,14559,212387
1598885775.9421887,255,1023,20,99,0.1205,27.8573056,32405,236560
1598886193.2154403,255,1023,50,99,0.2443,28.54879232,78352,242432
1598886451.5346785,255,1023,5,132,0.0292,20.33161728,5197,172653
1598886638.6256912,255,1023,10,132,0.0630,25.03200768,14284,212568
1598886926.690335,255,1023,20,132,0.1200,27.85754112,32250,236562
1598887322.5894365,255,1023,50,132,0.2464,28.49532928,79111,241978
1598887558.5042815,255,1023,5,165,0.0302,20.31583744,5367,172519
1598887797.02779,255,1023,10,165,0.0625,25.04978944,14178,212719
1598888068.081732,255,1023,20,165,0.1214,27.82127104,32647,236254
1598888457.1281862,255,1023,50,165,0.2453,28.51947008,78736,242183
1598888714.6682422,255,1023,5,198,0.0300,20.3136,5341,172500
1598888929.7442305,255,1023,10,198,0.0634,25.04072192,14391,212642
1598889198.8494587,255,1023,20,198,0.1208,27.8461184,32476,236465
1598889617.870748,255,1023,50,198,0.2434,28.56421888,78050,242563
1598889856.8599563,255,1023,5,231,0.0299,20.33644544,5327,172694
1598890094.399659,255,1023,10,231,0.0625,25.04837632,14189,212707
1598890359.4952486,255,1023,20,231,0.1196,27.8661376,32137,236635
1598890757.913611,255,1023,50,231,0.2440,28.55891968,78285,242518
1598891023.1086981,255,1023,5,264,0.0298,20.34822144,5307,172794
1598891217.6231122,255,1023,10,264,0.0638,25.01234176,14481,212401
1598891495.8382602,255,1023,20,264,0.1213,27.82068224,32613,236249
1598891899.7578974,255,1023,50,264,0.2451,28.52712448,78674,242248
1598892136.8280122,255,1023,5,297,0.0298,20.33114624,5297,172649
1598892362.7543447,255,1023,10,297,0.0625,25.04390144,14177,212669
1598892645.6308837,255,1023,20,297,0.1209,27.83622656,32519,236381
1598893048.040593,255,1023,50,297,0.2462,28.49297408,79007,241958
1598893313.460096,255,1023,5,330,0.0298,20.32148992,5295,172567
1598893506.3472645,255,1023,10,330,0.0644,24.99138048,14596,212223
1598893789.1434,255,1023,20,330,0.1220,27.8102016,32808,236160
1598894186.1575289,255,1023,50,330,0.2449,28.52830208,78575,242258
1598894374.1626363,511,1023,5,33,0.0155,14.58434048,1956,123848
1598894555.6265886,511,1023,10,33,0.0345,20.25742848,6154,172023
1598894811.7656126,511,1023,20,33,0.0663,25.02411776,15093,212501
1598895199.6581173,511,1023,50,33,0.1529,28.32987648,43426,240573
1598895387.6089368,511,1023,5,66,0.0148,14.57597952,1858,123777
1598939270.884483,511,1023,10,66,0.0334,20.27744768,5955,172193
1598939550.1794615,511,1023,20,66,0.0668,25.01552128,15202,212428
1598939947.963672,511,1023,50,66,0.1522,28.32999424,43190,240574
1598940140.6617007,511,1023,5,99,0.0153,14.60530176,1923,124026
1598940306.8987198,511,1023,10,99,0.0339,20.28486656,6045,172256
1598940574.078144,511,1023,20,99,0.0684,24.98466816,15573,212166
1598940965.061434,511,1023,50,99,0.1519,28.35707904,43114,240804
1598941145.7940114,511,1023,5,132,0.0152,14.55666688,1910,123613
1598941336.310223,511,1023,10,132,0.0340,20.27320832,6056,172157
1598941597.6799955,511,1023,20,132,0.0670,25.02729728,15273,212528
1598941983.560869,511,1023,50,132,0.1531,28.32257536,43495,240511
1598942157.9904525,511,1023,5,165,0.0155,14.59117056,1947,123906
1598942361.123261,511,1023,10,165,0.0334,20.27085312,5950,172137
1598942608.3515196,511,1023,20,165,0.0669,25.01563904,15226,212429
1598942999.6189997,511,1023,50,165,0.1521,28.34683392,43173,240717
1598943197.2926633,511,1023,5,198,0.0162,14.58304512,2034,123837
1598943355.9166749,511,1023,10,198,0.0336,20.2747392,5989,172170
1598943615.201139,511,1023,20,198,0.0673,25.01940736,15319,212461
1598944008.9519553,511,1023,50,198,0.1515,28.36508672,43007,240872
1598944185.4381616,511,1023,5,231,0.0159,14.584576,2004,123850
1598944388.6142128,511,1023,10,231,0.0336,20.29817344,5992,172369
1598944632.1788797,511,1023,20,231,0.0676,25.00963328,15395,212378
1598945025.3652644,511,1023,50,231,0.1539,28.30738432,43734,240382
1598945203.0868242,511,1023,5,264,0.0159,14.60012032,1997,123982
1598945389.871757,511,1023,10,264,0.0331,20.2965248,5897,172355
1598945653.7163599,511,1023,20,264,0.0665,25.02564864,15127,212514
1598946040.9368515,511,1023,50,264,0.1529,28.33081856,43430,240581
1598946231.020867,511,1023,5,297,0.0149,14.59670528,1872,123953
1598946425.7069156,511,1023,10,297,0.0325,20.29464064,5789,172339
1598946660.8475173,511,1023,20,297,0.0682,24.9969152,15537,212270
1598947052.9986799,511,1023,50,297,0.1532,28.32116224,43511,240499
1598947240.271856,511,1023,5,330,0.0143,14.60859904,1805,124054
1598947422.4302006,511,1023,10,330,0.0333,20.27992064,5925,172214
1598947687.307988,511,1023,20,330,0.0675,25.00928,15365,212375
1598948078.981416,511,1023,50,330,0.1530,28.32575488,43459,240538
1598948201.9687486,1023,1023,5,33,0.0072,9.35355904,578,79429
1598948348.3670814,1023,1023,10,33,0.0168,14.71258112,2131,124937
1598948566.2578113,1023,1023,20,33,0.0378,20.52450816,6844,174291
1598948947.867096,1023,1023,50,33,0.0926,26.49576448,22970,224998
1598949061.6005151,1023,1023,5,66,0.0075,9.34767104,601,79379
1598949198.8323195,1023,1023,10,66,0.0175,14.66547712,2215,124537
1598949434.948334,1023,1023,20,66,0.0364,20.52886528,6578,174328
1598949809.9672303,1023,1023,50,66,0.0911,26.52108288,22566,225213
1598949918.686292,1023,1023,5,99,0.0071,9.33695488,568,79288
1598950084.3064768,1023,1023,10,99,0.0174,14.71858688,2211,124988
1598950298.487483,1023,1023,20,99,0.0355,20.56077824,6419,174599
1598950670.2321548,1023,1023,50,99,0.0915,26.52873728,22676,225278
1598950779.2275445,1023,1023,5,132,0.0076,9.34413824,608,79349
1598950923.2636235,1023,1023,10,132,0.0171,14.72329728,2177,125028
1598951158.5337505,1023,1023,20,132,0.0356,20.52391936,6436,174286
1598951532.7837086,1023,1023,50,132,0.0913,26.52850176,22623,225276
1598951651.6783686,1023,1023,5,165,0.0078,9.3360128,625,79280
1598951812.2552752,1023,1023,10,165,0.0172,14.68785152,2185,124727
1598952027.9238524,1023,1023,20,165,0.0363,20.54723584,6574,174484
1598952397.857375,1023,1023,50,165,0.0904,26.5366272,22400,225345
1598952499.074019,1023,1023,5,198,0.0069,9.38347008,551,79683
1598952666.54984,1023,1023,10,198,0.0170,14.70221824,2160,124849
1598952889.0742266,1023,1023,20,198,0.0370,20.51803136,6700,174236
1598953264.74349,1023,1023,50,198,0.0891,26.57277952,22064,225652
1598953380.9766982,1023,1023,5,231,0.0077,9.35885824,620,79474
1598953535.16333,1023,1023,10,231,0.0178,14.69915648,2264,124823
1598953752.096432,1023,1023,20,231,0.0375,20.53875712,6788,174412
1598954129.4720309,1023,1023,50,231,0.0916,26.5207296,22715,225210
1598954244.1980736,1023,1023,5,264,0.0083,9.35273472,661,79422
1598954388.9579895,1023,1023,10,264,0.0170,14.7329536,2163,125110
1598954623.2999847,1023,1023,20,264,0.0368,20.528512,6651,174325
1598955016.5113015,1023,1023,50,264,0.0912,26.52944384,22595,225284
1598955138.369673,1023,1023,5,297,0.0082,9.34213632,658,79332
1598955285.3300085,1023,1023,10,297,0.0171,14.71375872,2179,124947
1598955504.1877155,1023,1023,20,297,0.0368,20.52368384,6668,174284
1598955875.0407414,1023,1023,50,297,0.0918,26.51931648,22756,225198
1598955981.086094,1023,1023,5,330,0.0076,9.34790656,610,79381
1598956134.2179794,1023,1023,10,330,0.0176,14.6870272,2235,124720
1598956359.1325903,1023,1023,20,330,0.0361,20.54770688,6530,174488
1598956741.4948335,1023,1023,50,330,0.0931,26.4848128,23077,224905
